유형명,용도명,수출국,원산지,품목,수출국,원산지,총수입건수,총수입중량(톤),총수입금액(천$),부적합건수,부적합중량(톤),부적합금액(천$),현품부재중량(톤),현품부재금액(천$)
,,,,냉동자이언트시퍼치,,,2,1.28,3.44,0,0,0,0,0
,,,,냉동장성베도라치,,,7,4.08,4.27,0,0,0,0,0
,,,,냉동장어,,,21,45.19,97.75,0,0,0,0,0
,,,,냉동장어(가시걸장어),,,15,18.82,48.01,0,0,0,0,0
,,,,냉동장어(갯장어),,,136,806.08,"1,577.57",1,0.99,0.25,0,0
,,,,"냉동장어(갯장어,F)",,,122,509.62,"1,194.99",0,0,0,0,0
,,,,냉동장어(남방걸장어),,,104,163.41,519.33,0,0,0,0,0
,,,,냉동장어(대서양먹장어),,,"2,186","48,781.6","99,354.96",5,102.51,174.11,0,0
,,,,냉동장어(먹장어),,,"1,653","35,101.21","84,644.09",9,159.32,310.62,0,0
,,,,"냉동장어(먹장어,F)",,,19,61.84,150.9,0,0,0,0,0
,,,,냉동장어(무태장어),,,2,5.56,17.43,0,0,0,0,0
,,,,냉동장어(뱀장어),,,182,474.86,"4,089.5",12,20.76,73.15,0,0
,,,,"냉동장어(뱀장어,F)",,,140,713.87,"9,636.27",5,12.25,77.3,0,0
,,,,"냉동장어(뱀장어,구운,F)",,,20,41.73,436.36,2,0.23,2.52,0,0
,,,,"냉동장어(뱀장어,구운,S,포장횟감)",,,4,2.65,53.29,0,0,0,0,0
,,,,"냉동장어(뱀장어,훈제,F)",,,1,0.1,1.19,0,0,0,0,0
,,,,냉동장어(붕장어),,,127,"1,119.7","2,168.69",0,1.88,3.57,0,0
,,,,"냉동장어(붕장어,F)",,,"3,495","57,021.79","219,939.95",7,60.14,174.6,0,0
,,,,"냉동장어(붕장어,자숙)",,,2,2.5,31.32,0,0,0,0,0
,,,,"냉동장어(붕장어,자숙,F)",,,1,0.25,3.75,0,0,0,0,0
,,,,냉동장어(은붕장어),,,1,12,19.8,0,0,0,0,0
,,,,"냉동장어(은장어,F)",,,149,"2,277.17","4,556.47",0,0,0,0,0
,,,,냉동장어(칠성장어),,,5,54.56,214.21,0,0,0,0,0
,,,,"냉동장어(칠성장어,F)",,,1,0.11,0.49,0,0,0,0,0
,,,,"냉동장어(칠성장어,구운,F)",,,1,0.12,0.66,0,0,0,0,0
,,,,냉동장어(타이어트랙일),,,14,6.68,18.75,0,0,0,0,0
,,,,냉동장어(태평양먹장어),,,101,"1,923.93","4,176.12",0,0,0,0,0
,,,,냉동재첩,,,42,"1,126.37",450.99,0,0,0,0,0
,,,,냉동재첩(자숙),,,1,10,25,0,0,0,0,0
,,,,냉동재첩살(자숙),,,226,"2,203","4,351.35",0,0,0,0,0
,,,,냉동전갱이,,,354,"12,060.85","8,640.9",4,74.42,50.6,0,0
,,,,냉동전갱이(F),,,17,91.53,185.24,0,0,0,0,0
,,,,"냉동전갱이(F,포장횟감)",,,29,20.06,479.19,0,0,0,0,0
,,,,냉동전갱이(Parona spp.),,,1,0.5,0.8,0,0,0,0,0
,,,,냉동전갱이(가라지),,,263,898.86,"1,764.34",0,0,0,0,0
,,,,"냉동전갱이(가라지,가염)",,,2,2.44,5.14,0,0,0,0,0
,,,,"냉동전갱이(가라지,훈제)",,,144,208.96,940.21,0,0,0,0,0
,,,,냉동전갱이(갈전갱이),,,4,52.9,140.14,0,0,0,0,0
,,,,"냉동전갱이(갈전갱이,F)",,,2,0.06,0.59,0,0,0,0,0
,,,,냉동전갱이(긴가라지),,,8,87.57,176.84,0,0,0,0,0
,,,,냉동전갱이(녹줄매가리),,,1,0.12,0.07,0,0,0,0,0
,,,,냉동전갱이(무점매가리),,,1,14,46.2,0,0,0,0,0
,,,,냉동전갱이(병치매가리),,,8,2.22,1.78,0,0,0,0,0
,,,,"냉동전갱이(새가라지,F)",,,2,6.3,12.72,0,0,0,0,0
,,,,"냉동전갱이(줄전갱이,F)",,,2,0.2,4.16,0,0,0,0,0
,,,,"냉동전갱이(황기가라지,F,포장횟감)",,,4,9.85,106.44,0,0,0,0,0
,,,,냉동전갱이(흑점갈전갱이),,,2,1.76,1.41,0,0,0,0,0
,,,,"냉동전갱이(흑점줄전갱이,F)",,,1,0.3,7.55,0,0,0,0,0
,,,,"냉동전갱이(흑점줄전갱이,F,포장횟감)",,,4,1.88,55.84,0,0,0,0,0
,,,,냉동전복,,,215,287.39,"3,296.36",3,4.3,65.95,0,0
,,,,냉동전복(자숙),,,25,62.33,866.67,0,0.18,3.6,0,0
,,,,냉동전복살,,,97,139.14,"1,854.81",0,0,0,0,0
,,,,냉동전복살(자숙),,,"1,829","5,781.22","70,465.6",14,12.48,301.44,0,0
,,,,"냉동전복살(자숙,포장횟감)",,,1,0.03,2.29,0,0,0,0,0
,,,,냉동전어,,,93,"2,091.99","1,970.27",0,0,0,0,0
,,,,냉동전어(납작전어),,,3,3.93,11.55,0,0,0,0,0
,,,,냉동정어리,,,153,"5,246.33","4,283.84",0,0,0,0,0
,,,,냉동정어리(F),,,2,2.15,1.86,0,0,0,0,0
,,,,냉동정어리(훈제),,,3,1.18,1.18,0,0,0,0,0
,,,,냉동조개(Anadara),,,1,0.76,0.76,0,0,0,0,0
,,,,냉동조개(DOSINIA속),,,1,8.8,8.8,0,0,0,0,0
,,,,냉동조개(Freshwater mussels),,,4,2.14,2.57,0,0,0,0,0
,,,,냉동조개(White piddocks),,,1,0.4,0.6,0,0,0,0,0
,,,,냉동조개(가리맛조개),,,14,68.94,228.2,0,0,0,0,0
,,,,냉동조개(가무락조개),,,3,19.19,47.91,0,0,0,0,0
,,,,"냉동조개(가무락조개,자숙)",,,3,19.28,44.34,0,0,0,0,0
,,,,냉동조개(갈맛조개),,,10,164.82,253.67,0,0,0,0,0
,,,,"냉동조개(갈매기조개,자숙)",,,2,23.16,81.68,0,0,0,0,0
,,,,냉동조개(개량조개),,,3,17.43,32.85,0,0,0,0,0
,,,,냉동조개(개조개),,,151,"1,908.79","1,763.72",1,7.05,8.81,0,0
,,,,"냉동조개(개조개,한쪽껍질붙은)",,,273,"3,237.56","3,679.23",0,0,0,0,0
,,,,냉동조개(농조개),,,5,46.08,52.7,0,0,0,0,0
,,,,냉동조개(떡조개),,,2,3.4,3.81,0,0,0,0,0
,,,,냉동조개(맛조개),,,89,"1,060.44","1,710.91",0,0,0,0,0
,,,,"냉동조개(맛조개,자숙)",,,2,0.21,1.06,0,0,0,0,0
,,,,냉동조개(민들조개),,,5,37.67,44.05,0,0,0,0,0
,,,,냉동조개(밤색무늬조개),,,2,1.04,0.43,0,0,0,0,0
,,,,냉동조개(비단조개),,,1,1.39,2.5,0,0,0,0,0
,,,,냉동조개(빛조개),,,1,1.26,1.92,0,0,0,0,0
,,,,냉동조개(삿갓조개),,,4,1.42,10.9,0,0,0,0,0
,,,,냉동조개(새조개),,,2,3.5,2.18,0,0,0,0,0
,,,,냉동조개(왕우럭조개),,,3,22.63,71.62,0,0,0,0,0
,,,,냉동조개(우럭조개),,,3,28.79,42.15,0,0,0,0,0
,,,,냉동조개(코끼리조개),,,2,2,5.72,0,0,0,0,0
,,,,냉동조개(큰죽합),,,172,"2,492.51","3,946.81",0,0,0,0,0
,,,,냉동조개(키조개),,,2,1.76,2.11,0,0,0,0,0
,,,,"냉동조개(키조개,외투막)",,,16,123.96,137.89,1,12.29,14.75,0,0
,,,,"냉동조개(키조개,패각근)",,,9,48.53,82.3,0,0,0,0,0
,,,,"냉동조개(키조개,한쪽껍질붙은)",,,34,266.58,632.82,1,3.46,8.14,0,0
,,,,냉동조개(투박조개),,,2,5,1.44,0,0,0,0,0
,,,,냉동조개(피조개),,,29,181.69,"1,936.16",0,0,0,0,0
,,,,"냉동조개(피조개,자숙)",,,3,27.34,86.63,0,0,0,0,0
,,,,"냉동조개(피조개,한쪽껍질붙은)",,,1,1.31,1.44,0,0,0,0,0
,,,,냉동조개살(가리맛조개),,,5,13.82,40.04,0,0,0,0,0
,,,,냉동조개살(갈맛조개),,,120,"1,171.82","2,252.2",0,0,0,0,0
,,,,냉동조개살(갈매기조개),,,599,"5,876.95","16,690.6",2,7.54,14.39,0,0
,,,,"냉동조개살(갈매기조개,자숙)",,,69,728.32,"2,428.39",6,69.44,258.66,0,0
,,,,"냉동조개살(갈매기조개,자숙,포장횟감)",,,59,158.79,"1,604.6",1,2.01,12.46,0,0
,,,,"냉동조개살(갈매기조개,포장횟감)",,,45,101.73,"1,068.39",1,4.04,49.73,0,0
,,,,냉동조개살(개량조개),,,11,77.06,209.65,0,0,0,0,0
,,,,"냉동조개살(개량조개,자숙)",,,207,"2,805.88","5,984.45",3,26.03,52.17,0,0
,,,,냉동조개살(개조개),,,556,"7,936.14","13,930.51",1,0.68,1.36,0,0
,,,,"냉동조개살(개조개,자숙)",,,4,15.24,20.83,0,0,0,0,0
,,,,냉동조개살(고운무늬새조개),,,2,2.42,6.47,0,0,0,0,0
,,,,냉동조개살(농조개),,,1,3.4,2.86,0,0,0,0,0
,,,,"냉동조개살(농조개,자숙)",,,4,6.26,24.48,0,0,0,0,0
,,,,"냉동조개살(돌맛조개,자숙)",,,1,19.8,48.11,0,0,0,0,0
,,,,냉동조개살(맛조개),,,23,103.14,355.41,0,0,0,0,0
,,,,"냉동조개살(맛조개,자숙)",,,7,46.15,219.77,0,0,0,0,0
,,,,"냉동조개살(맛조개,포장횟감)",,,23,10.32,250.67,1,0.23,4.46,0,0
,,,,냉동조개살(민물조개),,,2,10.63,27.09,0,0,0,0,0
,,,,"냉동조개살(삐틀이돌조개, 자숙)",,,1,1.03,1.49,0,0,0,0,0
,,,,냉동조개살(삿갓조개),,,4,42.55,517.88,0,0,0,0,0
,,,,"냉동조개살(삿갓조개,자숙)",,,18,99.09,599.26,0,0,0,0,0
,,,,냉동조개살(새조개),,,199,"1,398.66","6,352.86",0,0,0,0,0
,,,,"냉동조개살(새조개,자숙)",,,70,261.92,"2,270.56",5,7.08,106.59,0,0
,,,,"냉동조개살(새조개,자숙,포장횟감)",,,6,7.51,163.36,2,4.18,78.07,0,0
,,,,"냉동조개살(새조개,포장횟감)",,,88,69.73,"1,431.08",0,0,0,0,0
,,,,냉동조개살(소쿠리조개),,,1,3.56,6.95,0,0,0,0,0
,,,,냉동조개살(왕우럭조개),,,9,48.33,98.93,0,0,0,0,0
,,,,"냉동조개살(왕우럭조개,수관)",,,1,1.5,2.7,0,0,0,0,0
,,,,"냉동조개살(왕우럭조개,자숙)",,,10,23.99,275.66,0,0,0,0,0
,,,,"냉동조개살(왕우럭조개,포장횟감)",,,157,340.06,"3,642.46",0,0,0,0,0
,,,,냉동조개살(진주조개),,,1,18.6,22.32,1,18.6,22.32,0,0
,,,,냉동조개살(코끼리조개),,,1,0.1,0.45,0,0,0,0,0
,,,,"냉동조개살(큰죽합,자숙)",,,4,16.36,81.42,0,0,0,0,0
,,,,냉동조개살(키조개),,,31,256.62,"1,264.14",0,0,0,0,0
,,,,냉동조개살(포장횟감),,,1,0.5,4.03,0,0,0,0,0
,,,,"냉동조개살(프로펠러조개,포장횟감)",,,23,13.97,107.38,0,0,0,0,0
,,,,냉동조개살(피조개),,,"1,816","10,446.86","85,391.04",20,82.62,273.44,0,0
,,,,"냉동조개살(피조개,자숙)",,,8,24.66,117.05,1,1.05,2.63,0,0
,,,,"냉동조개살(피조개,절단)",,,3,13.53,59.64,0,0,0,0,0
,,,,"냉동조개살(피조개,포장횟감)",,,132,216.12,"3,415.93",5,10.03,44.89,0,0
,,,,냉동조개살(행달조개),,,1,0.39,0.35,0,0,0,0,0
,,,,냉동조기(부세),,,"8,300","172,665.84","723,127.09",33,712.38,"3,093.11",0,0
,,,,"냉동조기(부세,F)",,,6,22.15,95.27,0,0,0,0,0
,,,,"냉동조기(부세,가염)",,,6,63.71,195.35,0,0,0,0,0
,,,,냉동조기(참조기),,,"29,531","724,548.79","2,090,695.44",152,"3,779.3","11,371.58",1.39,3.37
,,,,"냉동조기(참조기,F)",,,180,"1,645.86","5,452.47",2,14.5,51.15,0,0
,,,,"냉동조기(참조기,가염)",,,17,185.87,731.21,0,0,0,0,0
,,,,냉동주꾸미,,,"37,651","429,769.68","1,452,463.59",42,464.96,919.57,0.04,0.09
,,,,냉동주꾸미(자숙),,,31,98.88,411.74,0,0,0,0,0
,,,,"냉동주꾸미(자숙,포장횟감)",,,396,646.71,"8,806.25",0,0,0,0,0
,,,,냉동주둥치,,,6,17.88,22.88,0,0,0,0,0
,,,,냉동주둥치(종주둥치),,,1,0.53,0.63,0,0,0,0,0
,,,,냉동준치,,,156,"1,091.79","2,607.55",0,0,0,0,0
,,,,냉동줄민태,,,128,"9,510.38","11,726.9",0,0,0,0,0
,,,,냉동줄민태(F),,,3,24.54,47.34,0,0,0,0,0
,,,,냉동줄벤자리,,,1,6.31,13.25,0,0,0,0,0
,,,,냉동줄비늘치,,,62,"1,389.5","1,706.73",0,0,0,0,0
,,,,냉동줄비늘치(F),,,2,10.86,39.92,0,0,0,0,0
,,,,냉동쥐치,,,192,"3,606.58","5,754.03",0,0,0,0,0
,,,,냉동쥐치(F),,,"1,976","35,468.33","106,524.45",28,746.84,"1,859.21",0.02,0.03
,,,,"냉동쥐치(S,포장횟감)",,,16,14.36,156.31,2,0.61,7.04,0,0
,,,,"냉동쥐치(가는꼬리쥐치,F)",,,1,14,37.1,0,0,0,0,0
,,,,냉동쥐치(객주리),,,2,9.5,38.29,0,0,0,0,0
,,,,"냉동쥐치(객주리,F)",,,109,"1,174.69","4,473.67",0,0,0,0,0
,,,,"냉동쥐치(구운,S,포장횟감)",,,1,0.29,2.48,0,0,0,0,0
,,,,냉동쥐치(날개쥐치),,,18,289.14,389.21,0,0,0,0,0
,,,,"냉동쥐치(날개쥐치,F)",,,713,"9,611.06","22,163.58",1,15,32.88,0,0
,,,,냉동쥐치(말쥐치),,,119,"2,125.76","4,449.18",0,0,0,0,0
,,,,"냉동쥐치(말쥐치,F)",,,58,823.37,"3,451.24",0,0,0,0,0
,,,,냉동쥐치(쥐치복),,,2,24,57.99,0,0,0,0,0
,,,,"냉동쥐치(쥐치복,F)",,,8,128.05,519.06,0,0,0,0,0
,,,,냉동짱뚱어,,,2,6.9,98.29,0,0,0,0,0
,,,,냉동청어,,,"1,333","138,968.08","82,193.41",2,7.32,4.03,0,0
,,,,냉동청어(F),,,42,"1,036.16",951.73,0,0,0,0,0
,,,,냉동청어(그물눈태평양청어),,,95,347.96,"1,702.46",0,0,0,0,0
,,,,냉동초어,,,1,2.7,1.63,0,0,0,0,0
,,,,냉동칠성갈치,,,1,1.94,1.16,0,0,0,0,0
,,,,냉동코드아이스피쉬,,,46,614.82,"1,089.39",0,0,0,0,0
,,,,냉동코드아이스피쉬(F),,,73,782.3,"1,826.37",0,0,0,0,0
,,,,"냉동코드아이스피쉬(S,포장횟감)",,,10,37.88,152.99,0,0,0,0,0
,,,,냉동크릴,,,5,84.96,31.87,0,0,0,0,0
,,,,냉동크릴살,,,5,431.83,926.69,0,0,0,0,0
,,,,냉동크릴살(자숙),,,10,336.59,706.83,0,0,0,0,0
,,,,냉동큰가시고기,,,4,40.27,80.49,0,0,0,0,0
,,,,냉동큰가시고기(F),,,2,17.28,30.98,0,0,0,0,0
,,,,냉동큰구슬우렁이,,,6,66.14,20.9,0,0,0,0,0
,,,,냉동큰구슬우렁이(자숙),,,192,"3,835.23","5,869.02",0,0,0,0,0
,,,,냉동큰구슬우렁이살,,,13,88.94,179.17,0,0,0,0,0
,,,,냉동큰구슬우렁이살(자숙),,,"1,640","29,348.24","78,334.14",13,189.51,376.08,0.09,0.13
,,,,냉동큰실말,,,81,28.53,197.94,0,0,0,0,0
,,,,냉동타락치,,,1,2.14,2.14,0,0,0,0,0
,,,,냉동토마토하인드,,,1,0.28,1.55,0,0,0,0,0
,,,,냉동통구멍(큰얼룩통구멍),,,2,0.97,2.52,0,0,0,0,0
,,,,냉동통구멍(푸렁통구멍),,,2,5.23,2.64,0,0,0,0,0
,,,,냉동통치,,,52,"1,468.34",775.27,0,0,0,0,0
,,,,냉동통치(F),,,11,236.98,329.5,0,0,0,0,0
,,,,냉동틸라피아,,,"1,120","5,554.66","11,759.77",1,6.28,16.33,0,0
,,,,냉동틸라피아(F),,,223,469.65,"3,689.66",6,23.61,128.84,0,0
,,,,"냉동틸라피아(F,포장횟감)",,,"3,230","29,245.21","219,004.18",492,"4,385.97","31,324.45",0,0
,,,,"냉동틸라피아(F,횟감)",,,2,13.15,72.5,0,0,0,0,0
,,,,"냉동틸라피아(S,포장횟감)",,,332,665.4,"7,307.28",39,98.32,"1,054.28",0,0
,,,,"냉동틸라피아(구운,S,포장횟감)",,,1,0.75,7.97,1,0.75,7.97,0,0
,,,,냉동틸라피아(목살),,,22,47.33,107.4,1,6.5,29.06,0,0
,,,,냉동파랑눈매퉁이,,,3,0.32,10.9,0,0,0,0,0
,,,,냉동파쿠,,,2,5.96,13.58,0,0,0,0,0
,,,,냉동파타고니아이빨고기,,,280,"1,819.23","12,778.16",2,1.71,5.12,0,0
,,,,냉동파타고니아이빨고기(F),,,113,322.11,"2,399.04",1,0.03,0.16,0,0
,,,,"냉동파타고니아이빨고기(F,횟감)",,,1,4.86,59.48,0,0,0,0,0
,,,,냉동파타고니아이빨고기(머리),,,1,12.76,85.9,0,0,0,0,0
,,,,냉동파타고니아이빨고기(목살),,,887,"10,826.05","83,129.2",0,0,0,0,0
,,,,냉동파타고니아이빨고기(볼살),,,378,505.25,"2,676.64",1,0.77,3.83,0,0
,,,,냉동페헤레이(F),,,4,0.81,2.11,0,0,0,0,0
,,,,냉동퓨질리어피쉬,,,11,12.28,25.14,0,0,0,0,0
,,,,냉동피라미,,,2,4.11,2.93,0,0,0,0,0
,,,,냉동피라미(구운),,,1,1.28,4.37,0,0,0,0,0
,,,,냉동학공치,,,101,"1,733.99","2,897.86",4,25.03,71.26,0,0
,,,,냉동학공치(F),,,512,"7,320.53","15,595.58",4,32.67,89.28,0,0
,,,,"냉동학공치(F,포장횟감)",,,271,"1,262.41","9,308.07",1,1.4,13.3,0,0
,,,,"냉동학공치(F,횟감)",,,12,65.33,347.49,0,0,0,0,0
,,,,냉동한줄퓨실리아,,,130,144.93,359.11,0,0,0,0,0
,,,,냉동해덕,,,1,24.49,38.95,0,0,0,0,0
,,,,냉동해덕(F),,,17,180.39,242.18,0,0,0,0,0
,,,,냉동해물혼합,,,52,121.38,559.32,2,6.82,25.53,0,0
,,,,"냉동해물혼합(가자미,연어)",,,2,4,21.85,0,0,0,0,0
,,,,"냉동해물혼합(갑오징어, 화살오징어 등)",,,4,31.56,194.3,0,0,0,0,0
,,,,"냉동해물혼합(갑오징어,백새우살,자숙,포장횟감)",,,1,1.08,7.02,0,0,0,0,0
,,,,"냉동해물혼합(갑오징어,아르헨티나붉은새우살)",,,1,2.88,27.17,0,0,0,0,0
,,,,"냉동해물혼합(갑오징어,주꾸미등)",,,48,607.86,"2,403.8",0,0,0,0,0
,,,,"냉동해물혼합(갑오징어,홍다리얼룩새우살,자숙)",,,3,4.4,28.87,0,0,0,0,0
,,,,"냉동해물혼합(낙지,주꾸미,화살오징어 등)",,,89,174.13,"1,228.01",0,0,0,0,0
,,,,냉동해물혼합(담수어),,,2,7.71,10.27,0,0,0,0,0
,,,,"냉동해물혼합(동죽,명태등)",,,1,3.2,8.8,0,0,0,0,0
,,,,"냉동해물혼합(명태, 명란 등)",,,1,0.48,2.34,0,0,0,0,0
,,,,"냉동해물혼합(명태,동죽등)",,,1,0.8,2.2,0,0,0,0,0
,,,,"냉동해물혼합(바지락살, 주꾸미 등,자숙)",,,69,137.83,"1,623.82",0,0,0,0,0
,,,,"냉동해물혼합(바지락살,홍다리얼룩새우살 등,자숙)",,,6,5.85,23.17,0,0,0,0,0
,,,,"냉동해물혼합(새우살,오징어(자숙) 등)",,,7,123.6,870.61,0,0,0,0,0
,,,,"냉동해물혼합(송어(S), 갑오징어(S) 등, 포장횟감)",,,1,1.22,21.82,0,0,0,0,0
,,,,"냉동해물혼합(아귀F,적새우살)",,,13,70.51,310.02,0,0,0,0,0
,,,,"냉동해물혼합(오징어,가리비살등)",,,6,27.61,195.31,0,0,0,0,0
,,,,"냉동해물혼합(오징어,갑오징어등)",,,311,544.01,"5,046.95",0,0,0,0,0
,,,,"냉동해물혼합(오징어,개량조개살,자숙)",,,1,0.8,2.5,0,0,0,0,0
,,,,"냉동해물혼합(오징어,농조개살(자숙) 등)",,,1,15.3,89.1,0,0,0,0,0
,,,,"냉동해물혼합(오징어,주꾸미 등)",,,4,14.4,38.16,0,0,0,0,0
,,,,"냉동해물혼합(오징어,피뿔고둥)",,,1,2,7.76,0,0,0,0,0
,,,,"냉동해물혼합(오징어,홍합살 등)",,,28,460.44,"1,382.24",0,0,0,0,0
,,,,"냉동해물혼합(오징어,홍합살 등, 자숙)",,,152,"2,157.97","9,427.93",0,0,0,0,0
,,,,"냉동해물혼합(주꾸미(자숙), 새우살 등)",,,8,82.72,608.89,0,0,0,0,0
,,,,"냉동해물혼합(주꾸미,홍다리얼룩새우살 등,자숙)",,,18,18.53,102.2,0,0,0,0,0
,,,,"냉동해물혼합(한치꼴뚜기, 농조개살 등(자숙))",,,25,148.68,922.66,0,0,0,0,0
,,,,"냉동해물혼합(홍다리얼룩새우살,바지락살 등,자숙)",,,1,0.45,1.74,0,0,0,0,0
,,,,"냉동해물혼합(홍다리얼룩새우살,화살오징어)",,,6,15.45,150.38,0,0,0,0,0
,,,,"냉동해물혼합(홍합, 갑오징어 등)",,,8,80,244.3,0,0,0,0,0
,,,,"냉동해물혼합(홍합살(자숙),바지락살(자숙))",,,1,12,28.8,0,0,0,0,0
,,,,"냉동해물혼합(홍합살(자숙),바지락살(자숙)등)",,,4,46.3,115.97,0,0,0,0,0
,,,,"냉동해물혼합(홍합살(자숙),적새우살 등)",,,1,9.6,24.96,0,0,0,0,0
,,,,"냉동해물혼합(화살오징어,홍합살등,자숙)",,,1,4,13.2,0,0,0,0,0
,,,,"냉동해물혼합(황다랑어,황새치)",,,1,0.11,1.08,0,0,0,0,0
,,,,"냉동해물혼합(흰다리새우살,갑오징어)",,,2,1.66,14.01,0,0,0,0,0
,,,,"냉동해물혼합(흰다리새우살,갑오징어,송어)",,,1,0.5,2.09,0,0,0,0,0
,,,,"냉동해물혼합(흰다리새우살,갑오징어,주꾸미)",,,1,0.48,3.52,0,0,0,0,0
,,,,"냉동해물혼합(흰다리새우살,갑오징어,화살오징어 등)",,,2,1.23,10.5,0,0,0,0,0
,,,,"냉동해물혼합(흰다리새우살,연어,갑오징어)",,,1,1.43,12.39,0,0,0,0,0
,,,,"냉동해물혼합(흰다리새우살,연어,화살오징어)",,,1,1.43,12.69,0,0,0,0,0
,,,,"냉동해물혼합(흰다리새우살,연어등,S,포장횟감)",,,1,0.19,3.23,0,0,0,0,0
,,,,"냉동해물혼합(흰다리새우살,홍합살 등,자숙)",,,12,92.72,438.26,0,0,0,0,0
,,,,"냉동해물혼합(흰다리새우살,화살오징어)",,,1,1.43,11.31,0,0,0,0,0
,,,,냉동해삼,,,200,"4,249.76","10,720.68",4,37.26,125.37,0,0
,,,,냉동해삼(자숙),,,556,"5,040.31","8,894.73",3,26.47,26.07,0,0
,,,,"냉동해삼(자숙,절단)",,,12,55.01,315.62,1,0.1,0.52,0,0
,,,,냉동해삼살,,,1,7.67,23,0,0,0,0,0
,,,,냉동해파리,,,1,0.15,0.35,1,0.15,0.35,0,0
,,,,냉동홍살치,,,52,24.03,141.44,0,0,0,0,0
,,,,냉동홍어,,,"12,518","203,435.25","536,339",29,346.12,854.03,0,0
,,,,냉동홍어(거울홍어),,,44,103.58,62.95,0,0,0,0,0
,,,,냉동홍어(깨알홍어),,,3,50.03,71.83,1,11.67,23.34,0,0
,,,,냉동홍어(코),,,19,9.36,23.41,0,0,0,0,0
,,,,냉동홍합,,,46,426.13,772.21,0,0,0,0,0
,,,,냉동홍합(자숙),,,267,"3,688.48","10,475.9",0,0,0,0,0
,,,,"냉동홍합(자숙,탈각)",,,"2,397","44,028.36","78,205.21",12,113.05,235.73,0,0
,,,,"냉동홍합(자숙,한쪽껍질붙은)",,,"2,952","46,303.93","186,787.85",1,3.35,9.72,0,0
,,,,냉동홍합(탈각),,,34,186.55,423.39,2,2.41,3.46,0,0
,,,,냉동홍합(한쪽껍질붙은),,,32,338.53,"1,328.07",0,0,0,0,0
,,,,냉동회초리꼬리민태,,,33,"1,278.91","1,363.34",0,0,0,0,0
,,,,냉동회초리꼬리민태(F),,,4,33.51,68.29,0,0,0,0,0
,,,,냉동횟대(대구횟대),,,2,13.81,4.2,0,0,0,0,0
,,,,냉동횟대(동갈횟대),,,19,50.24,54.18,1,1.04,1.17,0,0
,,,,냉동횟대(윗통가시횟대),,,1,5.7,3.99,0,0,0,0,0
,,,,냉동흑연,,,6,17.08,43.14,0,0,0,0,0
,,,,냉동힐사이리사,,,1,0.5,2.35,0,0,0,0,0
,,,,냉장가리비,,,23,43.58,81.48,2,5.74,11,0,0
,,,,냉장가리비(자숙),,,2,0.01,0.51,0,0,0,0,0
,,,,냉장가리비살,,,62,0.56,23.3,0,0,0,0,0
,,,,냉장가리비살(자숙),,,2,0.01,0.76,0,0,0,0,0
,,,,냉장가오리,,,"8,611","2,754.34","4,890.27",2,0.25,0.46,0,0.04
,,,,냉장가오리(노랑가오리),,,64,83.15,124.14,0,0,0,0,0
,,,,냉장가오리(흰가오리),,,9,1.31,0.89,0,0,0,0,0
,,,,냉장가자미,,,462,202.36,626.98,1,0.28,0.47,0,0
,,,,냉장가자미(각시가자미),,,2,1.33,1.6,0,0,0,0,0
,,,,냉장가자미(기름가자미),,,33,65.15,63.94,1,1.5,0.75,0,0
,,,,냉장가자미(까지가자미),,,1,0.05,0.11,0,0,0,0,0
,,,,냉장가자미(노랑가자미),,,3,0.61,1.14,1,0,0.13,0,0
,,,,냉장가자미(눈가자미),,,1,0.56,1.96,0,0,0,0,0
,,,,냉장가자미(돌가자미),,,7,1.62,3.12,0,0,0,0,0
,,,,냉장가자미(문치가자미),,,4,3.94,2.6,0,0,0,0,0
,,,,냉장가자미(물가자미),,,218,43.68,275.34,0,0,0,0,0
,,,,냉장가자미(용가자미),,,4,1.4,1.68,0,0,0,0,0
,,,,냉장가자미(점가자미),,,1,0.12,0.06,1,0.12,0.06,0,0
,,,,냉장가자미(찰가자미),,,3,0.53,1.65,0,0,0,0,0
,,,,냉장가자미(참가자미),,,23,15.7,24.59,0,0,0,0,0
,,,,냉장가자미(층거리가자미),,,1,0.87,1.74,0,0,0,0,0
,,,,냉장가재(가시갯가재),,,2,0.19,1.1,0,0,0,0,0
,,,,냉장가재(민물가재),,,5,1.01,9.91,0,0,0,0,0
,,,,냉장가재(바다가재),,,3,0.54,3.82,0,0,0,0,0
,,,,냉장간(아귀),,,"2,634",94.59,739.29,0,0,0,0,0
,,,,냉장간(홍어),,,1,0.25,1.66,0,0,0,0,0
,,,,냉장갈치,,,"34,288","73,304.34","336,071.73",11,27.74,69.65,0,0.04
,,,,냉장갑오징어,,,"4,834","3,924.24","10,097.48",3,2.22,17.64,0,0
,,,,냉장개복치,,,6,0.51,0.38,0,0,0,0,0
,,,,냉장개불,,,2,0.26,0.99,0,0,0,0,0
,,,,냉장개아지살,,,72,4.99,844.77,1,0,0.02,0,0
,,,,냉장개아지살(키조개),,,151,110.95,"1,024.08",0,0,0,0,0
,,,,냉장게,,,4,2.63,6.41,0,0,0,0,0
,,,,냉장게(꽃게),,,154,347.62,"1,230.55",7,38.54,96.71,0,0
,,,,냉장게(닭게),,,2,0.29,2.1,2,0.29,2.1,0,0
,,,,냉장게(대게),,,"7,834","10,216.71","15,579.6",42,40.2,73.27,0.24,1.57
